id,Humidity,Wind_Speed_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
7457,0.73,2.93,330.0,9.98,1022.66,si,Normal,14.95
7458,0.57,8.13,358.0,10.58,1012.43,si,Normal,17.83
7459,0.4,11.33,259.0,11.27,1010.17,si,Warm,27.73
7460,0.41,9.31,104.0,15.55,1023.99,si,Normal,13.95
7461,0.58,4.8,343.0,14.96,1018.7,si,Normal,10.03
7462,0.93,12.36,326.0,11.27,1005.7,si,Normal,7.24
7463,0.93,0.6,298.0,1.29,1033.4,no,Cold,-3.9
7464,0.6,4.44,32.0,9.98,1026.54,si,Normal,11.16
7465,0.95,4.19,332.0,6.7,1024.88,si,Normal,7.6
7466,0.89,9.16,290.0,9.98,1005.94,si,Normal,8.86
7467,0.28,14.51,220.0,9.98,1011.62,si,Warm,33.96
7468,0.8,1.98,208.0,14.96,1017.22,si,Warm,20.82
7469,0.54,3.08,170.0,16.1,1016.61,si,Warm,27.68
7470,0.67,17.32,212.0,9.98,1014.24,si,Normal,17.15
7471,0.79,10.85,113.0,14.96,1021.44,si,Normal,12.39
7472,0.95,3.36,191.0,14.81,1021.89,si,Normal,12.81
7473,0.64,28.79,309.0,10.05,1014.91,si,Normal,4.97
7474,0.93,6.42,338.0,5.38,1014.62,si,Normal,6.66
7475,0.61,3.22,180.0,11.27,1008.8,si,Warm,20.0
7476,0.81,11.21,359.0,9.98,1023.15,si,Cold,2.71
7477,0.34,11.27,50.0,9.98,1022.0,si,Warm,26.11
7478,0.73,15.94,131.0,15.18,1009.67,no,Cold,-8.91
7479,0.85,4.72,133.0,1.58,1031.87,no,Cold,-5.12
7480,0.82,14.01,211.0,11.13,1026.62,no,Cold,-0.01
7481,0.75,7.34,172.0,9.98,1010.39,si,Normal,7.98
7482,0.5,28.53,160.0,10.35,1015.52,si,Warm,25.04
7483,0.79,6.5,1.0,16.1,1015.93,si,Warm,22.71
7484,0.5,7.89,218.0,8.13,1025.77,si,Normal,7.24
7485,1.0,3.88,6.0,2.17,1010.78,si,Normal,7.21
7486,0.62,19.95,149.0,11.27,1004.18,si,Cold,2.71
7487,0.83,13.81,160.0,14.17,1005.3,si,Normal,8.99
7488,0.74,6.55,307.0,15.83,1013.89,si,Normal,17.39
7489,0.64,10.69,21.0,15.83,1009.21,si,Warm,19.88
7490,0.84,3.22,200.0,0.16,1033.6,no,Cold,-8.89
7491,1.0,20.4,140.0,8.84,1000.4,si,Normal,8.91
7492,0.94,13.43,39.0,0.29,1012.92,si,Normal,5.52
7493,0.97,0.0,0.0,9.98,1014.68,si,Normal,16.97
7494,0.96,13.72,159.0,6.79,1006.95,si,Cold,3.15
7495,0.5,17.08,0.0,11.27,1013.75,si,Warm,23.79
7496,0.84,15.49,138.0,11.27,1005.15,si,Warm,20.12
7497,0.78,15.57,261.0,11.21,1012.65,si,Warm,18.84
7498,0.73,14.04,110.0,9.9,1028.97,si,Normal,7.59
7499,0.84,6.68,251.0,6.34,1008.68,no,Cold,-6.09
7500,0.81,23.25,282.0,11.13,1014.47,si,Normal,11.0
7501,0.77,16.68,19.0,11.4,1020.92,si,Normal,17.79
7502,0.8,14.09,0.0,9.98,1011.3,si,Normal,10.95
7503,0.53,7.86,190.0,8.42,1019.78,si,Warm,22.87
7504,0.49,13.51,152.0,10.27,1009.64,si,Warm,28.63
7505,0.51,16.99,338.0,11.45,1022.67,si,Normal,7.12
7506,0.65,21.77,299.0,9.98,1013.73,si,Cold,3.77
7507,0.73,14.6,213.0,9.98,0.0,si,Normal,7.35
7508,0.49,27.03,310.0,11.27,1019.99,si,Normal,7.22
7509,0.74,12.08,167.0,9.98,1013.47,si,Normal,12.5
7510,0.85,12.88,150.0,8.05,1021.9,no,Cold,0.0
7511,0.96,14.07,241.0,4.44,1016.91,si,Normal,14.36
7512,0.64,9.53,18.0,11.27,1013.07,si,Warm,27.15
7513,0.52,15.57,298.0,11.45,1010.95,si,Normal,13.77
7514,0.37,21.83,349.0,16.1,1027.66,si,Normal,12.08
7515,0.77,13.62,19.0,15.18,1019.89,si,Cold,1.04
7516,0.93,6.44,200.0,9.98,1011.2,si,Normal,13.89
7517,0.78,20.04,11.0,11.27,1013.95,si,Warm,19.94
7518,0.92,11.27,170.0,6.12,1019.3,si,Cold,2.22
7519,0.53,15.42,158.0,9.98,1004.67,si,Normal,7.06
7520,0.64,9.55,278.0,10.35,1008.41,si,Warm,22.27
7521,1.0,3.22,110.0,2.82,1012.73,si,Normal,16.06
7522,0.61,4.69,154.0,16.1,1030.29,si,Normal,17.73
7523,0.85,20.06,300.0,14.81,1010.29,si,Warm,19.82
7524,0.93,3.01,254.0,6.81,1019.48,no,Cold,-0.12
7525,0.92,3.03,302.0,3.83,1007.47,si,Normal,11.04
7526,0.93,6.42,204.0,14.91,1015.2,si,Normal,11.17
7527,0.51,16.1,290.0,9.98,1005.5,si,Warm,27.22
7528,0.57,26.28,181.0,11.21,1020.3,si,Normal,16.09
7529,0.41,11.17,319.0,9.98,1023.49,si,Warm,29.87
7530,0.72,13.54,161.0,11.4,1020.6,si,Normal,13.92
7531,0.44,6.42,243.0,15.36,1016.97,si,Warm,26.53
7532,0.71,5.76,143.0,15.15,1019.81,si,Normal,11.67
7533,0.84,14.41,342.0,15.15,1029.47,si,Cold,1.3
7534,0.85,6.42,168.0,15.65,1007.3,si,Warm,21.04
7535,0.34,8.05,160.0,9.98,1018.8,si,Warm,22.78
7536,0.93,5.84,212.0,3.09,1035.7,no,Cold,-1.74
7537,0.49,10.66,188.0,16.1,1026.24,si,Cold,2.97
7538,0.9,0.0,0.0,9.98,1013.3,si,Warm,19.44
7539,0.55,11.17,271.0,9.29,1018.93,si,Normal,9.86
7540,0.73,11.27,221.0,14.7,1028.07,si,Cold,2.19
7541,0.48,33.7,182.0,15.55,1005.6,si,Normal,11.42
7542,0.82,20.93,280.0,9.98,1015.4,no,Cold,0.0
7543,0.36,12.06,51.0,9.98,1012.86,si,Warm,28.86
7544,0.76,6.31,105.0,14.17,1013.21,si,Warm,22.09
7545,0.93,6.94,247.0,1.61,996.9,si,Cold,0.08
7546,0.58,21.25,239.0,11.4,1014.71,si,Warm,20.18
7547,0.57,10.67,211.0,11.27,1005.78,si,Normal,17.24
7548,1.0,11.01,20.0,1.01,1013.06,si,Normal,5.97
7549,0.91,13.8,323.0,2.22,1018.84,si,Normal,12.88
7550,0.44,7.47,161.0,9.98,1016.43,si,Warm,25.97
7551,0.93,17.26,60.0,6.2,1011.39,si,Normal,18.63
7552,0.9,8.39,327.0,11.27,1004.43,si,Normal,12.73
7553,0.73,22.64,139.0,7.16,1015.15,si,Normal,15.91
7554,0.73,30.38,221.0,10.05,987.38,si,Normal,7.16
7555,0.89,10.9,73.0,3.03,1036.3,no,Cold,-5.59
7556,0.8,6.13,45.0,9.45,1019.26,si,Normal,11.37
7557,0.87,0.6,134.0,10.98,1004.74,si,Normal,9.98
7558,0.76,5.72,57.0,6.1,1014.39,si,Warm,22.23
7559,0.88,14.33,148.0,4.4,1017.57,no,Cold,-2.73
7560,0.53,8.05,230.0,11.27,1016.6,si,Warm,21.11
7561,0.94,9.61,187.0,9.84,1020.27,no,Cold,-0.08
7562,0.93,7.91,117.0,11.08,1013.61,si,Normal,10.05
7563,0.63,1.53,4.0,9.98,1014.38,si,Warm,21.19
7564,0.43,12.96,130.0,16.1,1010.47,si,Warm,27.33
7565,0.67,16.47,149.0,9.9,1023.45,si,Normal,9.72
7566,0.41,41.86,320.0,11.27,1007.1,si,Normal,12.78
7567,0.84,10.16,297.0,11.27,1011.5,si,Normal,15.63
7568,0.33,17.03,172.0,9.98,0.0,si,Warm,35.0
7569,0.93,10.56,280.0,9.98,1015.67,si,Normal,17.63
7570,0.43,14.73,308.0,9.98,1019.04,si,Warm,21.11
7571,0.66,22.22,317.0,10.72,1013.27,si,Normal,9.84
7572,0.87,4.96,155.0,8.13,0.0,si,Normal,16.01
7573,0.73,6.68,273.0,15.83,1012.68,si,Normal,7.73
7574,0.91,6.58,189.0,8.76,1012.53,si,Normal,12.87
7575,0.71,11.27,150.0,12.08,1016.0,si,Normal,10.0
7576,0.78,3.56,317.0,15.83,1020.99,si,Normal,13.23
7577,0.68,6.52,15.0,15.18,1017.33,si,Normal,15.47
7578,0.87,6.44,300.0,9.98,1016.19,si,Normal,16.12
7579,0.85,12.35,1.0,7.78,1024.12,si,Cold,2.06
7580,0.72,25.18,290.0,9.98,1008.04,si,Warm,21.16
7581,0.93,20.95,189.0,11.04,1010.48,si,Normal,11.14
7582,0.68,11.08,5.0,15.15,1020.23,si,Normal,12.56
7583,0.93,4.6,10.0,5.14,1021.16,si,Normal,8.87
7584,0.76,8.79,229.0,10.84,1032.89,no,Cold,-0.99
7585,0.75,3.27,135.0,10.58,1016.0,si,Normal,17.61
7586,0.91,7.82,35.0,11.27,0.0,si,Cold,0.05
7587,0.83,11.04,329.0,16.1,1014.99,si,Normal,11.11
7588,0.61,6.3,102.0,15.83,1016.89,si,Warm,25.17
7589,0.9,11.21,110.0,4.44,1024.94,no,Cold,-0.07
7590,0.89,11.27,120.0,12.08,1004.7,si,Cold,3.33
7591,0.65,3.48,269.0,15.83,1016.91,si,Normal,4.79
7592,0.92,4.75,139.0,6.91,1021.22,no,Cold,-5.46
7593,0.9,3.22,270.0,16.1,1015.81,si,Normal,12.2
7594,0.41,14.15,151.0,15.18,1017.48,si,Warm,32.73
7595,0.85,13.94,232.0,11.27,1005.36,si,Cold,1.12
7596,0.62,7.41,207.0,10.35,1009.66,si,Warm,28.04
7597,0.81,13.8,151.0,14.96,1010.02,si,Normal,7.79
7598,0.62,5.06,326.0,9.98,1021.47,si,Normal,12.96
7599,0.92,6.67,310.0,6.12,1018.69,si,Normal,8.33
7600,0.88,18.55,169.0,13.96,1009.05,si,Cold,3.61
7601,0.88,6.41,38.0,15.15,1016.55,si,Normal,14.49
7602,0.69,12.33,171.0,10.05,1015.1,si,Warm,19.93
7603,0.85,12.41,130.0,4.94,1023.79,no,Cold,-4.05
7604,0.64,17.11,160.0,15.83,1004.91,si,Normal,10.99
7605,0.43,11.08,41.0,15.83,1018.09,si,Cold,3.77
7606,0.85,12.06,140.0,0.14,1027.96,si,Cold,3.18
7607,0.93,11.19,131.0,6.91,1003.32,si,Cold,0.02
7608,1.0,3.17,264.0,0.66,1016.62,si,Normal,6.09
7609,0.96,17.48,263.0,9.9,1003.29,si,Normal,11.67
7610,0.73,17.55,319.0,16.1,1015.13,si,Normal,17.78
7611,0.53,14.31,324.0,10.35,1017.2,si,Warm,24.97
7612,0.68,14.99,204.0,15.55,1010.12,si,Normal,12.46
7613,0.57,17.19,269.0,10.26,1010.98,si,Warm,26.16
7614,0.8,13.04,109.0,9.98,1011.86,si,Normal,17.71
7615,0.86,3.67,287.0,11.21,1016.47,si,Normal,17.2
7616,0.5,5.15,249.0,15.55,1011.7,si,Warm,22.48
7617,0.65,14.04,352.0,11.27,1014.39,si,Warm,26.16
7618,0.53,11.17,142.0,15.83,1010.12,si,Warm,21.67
7619,0.85,6.18,41.0,16.05,1018.11,si,Warm,20.99
7620,0.78,28.48,41.0,9.98,1012.71,si,Cold,1.02
7621,0.7,3.46,133.0,9.45,1013.34,si,Warm,21.94
7622,0.83,9.61,22.0,9.98,1015.52,si,Normal,17.85
7623,0.45,11.09,70.0,9.98,1014.74,si,Warm,22.7
7624,0.94,6.04,330.0,6.18,1015.44,si,Normal,9.28
7625,0.66,10.63,63.0,9.98,1025.0,si,Normal,11.66
7626,0.59,32.12,9.0,15.18,1018.96,si,Normal,5.96
7627,0.58,12.57,261.0,11.45,1019.27,si,Cold,1.04
7628,0.38,9.56,198.0,16.1,1017.09,si,Warm,32.06
7629,0.86,7.87,162.0,7.97,0.0,si,Normal,5.1
7630,0.37,6.65,269.0,10.35,1010.35,si,Warm,33.83
7631,0.65,16.13,120.0,10.37,1018.0,si,Normal,7.03
7632,0.96,6.15,0.0,1.87,1016.83,si,Normal,6.62
7633,0.63,7.94,42.0,9.9,1033.77,no,Cold,-4.93
7634,0.79,8.42,21.0,11.27,1015.61,si,Warm,20.91
7635,0.6,9.58,200.0,16.1,1014.08,si,Normal,14.93
7636,0.93,11.09,18.0,10.26,1013.41,si,Normal,17.18
7637,0.92,32.2,310.0,4.03,1008.5,si,Cold,4.44
7638,0.71,0.0,0.0,12.08,1017.6,si,Normal,8.33
7639,0.7,3.22,180.0,9.98,1014.6,si,Normal,17.78
7640,0.21,14.49,320.0,9.98,1032.2,si,Warm,20.0
7641,0.49,20.22,159.0,9.98,1005.2,si,Normal,12.38
7642,0.77,8.97,152.0,16.1,1020.96,si,Normal,14.88
7643,0.99,15.65,310.0,3.91,1020.69,no,Cold,-2.82
7644,0.92,8.68,234.0,7.84,1009.84,si,Normal,17.34
7645,0.55,15.1,19.0,11.27,1019.01,si,Normal,16.06
7646,0.36,4.11,133.0,10.05,1022.17,si,Warm,21.06
7647,0.96,11.03,323.0,2.08,1006.65,si,Normal,4.75
7648,0.8,17.71,190.0,9.98,991.1,si,Normal,11.11
7649,0.44,21.67,189.0,10.03,1023.42,si,Normal,11.94
7650,0.92,9.26,330.0,7.21,1018.32,si,Cold,3.82
7651,0.94,21.49,160.0,10.95,999.11,si,Normal,9.87
7652,0.71,9.53,120.0,11.27,997.88,si,Normal,12.18
7653,0.86,6.38,130.0,5.92,1020.06,no,Cold,-2.2
7654,0.31,39.75,320.0,9.98,1011.33,si,Normal,17.11
7655,0.6,25.76,140.0,9.98,1009.1,si,Normal,17.78
7656,0.83,13.01,166.0,8.53,1019.64,si,Normal,5.15
7657,0.34,14.35,230.0,9.98,1019.85,si,Warm,27.73
7658,0.92,4.67,149.0,0.16,1023.5,no,Cold,-3.82
7659,0.92,3.61,252.0,14.96,1020.77,si,Normal,11.14
7660,0.96,4.28,18.0,11.08,1014.98,si,Cold,3.0
7661,0.55,14.3,191.0,7.13,1016.3,si,Warm,22.18
7662,0.2,8.07,125.0,10.35,1024.52,si,Warm,20.12
7663,0.91,3.04,220.0,2.3,1028.26,no,Cold,-3.03
7664,0.24,9.21,172.0,9.98,1014.17,si,Warm,36.13
7665,0.66,3.09,227.0,16.1,1012.81,si,Warm,19.33
7666,0.62,3.69,318.0,10.4,1016.34,si,Warm,27.89
7667,1.0,9.23,141.0,0.32,1019.66,si,Normal,8.91
7668,0.81,6.26,291.0,15.73,1025.95,si,Normal,11.36
7669,0.99,7.89,103.0,2.27,1019.8,no,Cold,-2.04
7670,0.55,11.5,290.0,11.27,1013.15,si,Warm,27.4
7671,0.68,18.89,150.0,9.58,1025.22,si,Normal,6.91
7672,0.93,8.32,78.0,0.32,1027.96,no,Cold,-1.15
7673,1.0,6.25,9.0,3.4,1015.31,si,Normal,6.27
7674,0.89,27.71,290.0,15.83,1009.11,si,Normal,9.4
7675,0.86,23.76,301.0,11.13,994.29,si,Normal,4.98
7676,0.55,10.82,118.0,9.98,1015.88,si,Normal,14.98
7677,0.39,11.32,281.0,9.98,1018.2,si,Normal,14.93
7678,0.76,11.27,40.0,6.12,1014.6,si,Cold,2.78
7679,0.59,20.87,330.0,9.98,1025.57,si,Cold,1.18
7680,0.51,11.5,21.0,10.58,1016.31,si,Warm,27.12
7681,0.61,9.11,140.0,11.27,1016.97,si,Normal,17.6
7682,0.99,5.22,256.0,14.88,1014.07,si,Normal,16.65
7683,0.76,25.76,20.0,11.27,1019.6,si,Cold,2.78
7684,0.2,12.65,359.0,16.1,1024.23,si,Normal,15.0
7685,0.35,10.82,132.0,10.35,1007.36,si,Warm,21.33
7686,0.99,4.93,223.0,3.67,1029.58,no,Cold,-4.54
7687,0.63,0.0,0.0,8.05,1020.9,si,Normal,17.22
7688,0.96,3.51,144.0,3.4,1011.89,si,Cold,0.66
7689,0.92,12.61,171.0,0.97,0.0,si,Cold,3.99
7690,0.87,5.96,293.0,4.85,1014.42,no,Cold,-5.78
7691,0.62,9.52,150.0,9.98,1013.86,si,Warm,29.04
7692,0.9,10.75,170.0,10.85,1024.73,si,Normal,7.76
7693,0.84,15.47,50.0,9.98,1020.35,si,Warm,19.91
7694,0.93,4.83,180.0,0.29,1019.92,si,Normal,8.89
7695,0.42,12.88,70.0,9.98,1024.8,si,Cold,3.89
7696,0.55,0.0,0.0,15.83,1017.6,si,Normal,18.73
7697,0.68,14.04,30.0,9.98,1013.13,si,Warm,21.16
7698,0.33,43.49,310.0,9.98,1012.73,si,Normal,13.82
7699,0.97,12.16,330.0,9.45,1015.45,si,Normal,18.19
7700,0.84,10.59,130.0,15.13,1036.48,no,Cold,-7.64
7701,0.76,17.44,90.0,11.75,1011.26,no,Cold,-0.67
7702,0.8,9.45,147.0,9.69,1018.45,si,Normal,6.13
7703,0.93,8.4,312.0,3.82,1008.41,si,Cold,2.17
7704,0.72,7.2,296.0,14.96,1023.43,si,Normal,14.03
7705,0.8,25.16,150.0,9.98,1011.19,si,Normal,7.18
7706,1.0,7.82,183.0,0.16,1027.77,no,Cold,-1.16
7707,0.95,8.77,32.0,2.87,1018.86,si,Normal,7.89
7708,0.92,5.99,114.0,4.59,1026.19,no,Cold,-8.4
7709,0.84,11.11,253.0,15.83,1011.04,si,Normal,18.75
7710,0.59,16.55,59.0,11.4,1018.34,si,Normal,16.59
7711,0.95,6.2,284.0,14.96,1019.05,si,Normal,11.42
7712,0.33,16.16,310.0,9.98,0.0,si,Warm,22.12
7713,0.72,15.46,328.0,11.21,1022.15,si,Normal,16.14
7714,0.84,22.81,167.0,10.84,1018.0,no,Cold,-0.02
7715,0.73,4.83,180.0,11.27,1006.4,si,Warm,22.78
7716,0.92,22.33,51.0,11.04,1004.09,si,Cold,3.77
7717,0.77,14.31,70.0,14.91,1001.35,si,Normal,4.86
7718,0.55,19.95,300.0,15.47,1014.46,si,Warm,24.73
7719,0.72,7.15,25.0,11.45,1011.42,si,Warm,24.39
7720,0.85,13.51,148.0,8.13,1012.37,si,Cold,0.97
7721,0.7,12.35,288.0,12.19,1015.65,si,Warm,21.36
7722,0.93,3.22,350.0,14.91,1015.03,si,Warm,20.44
7723,0.99,14.83,291.0,4.07,998.26,si,Cold,2.3
7724,0.69,6.2,142.0,16.1,1019.69,si,Normal,5.96
7725,0.93,3.2,249.0,9.98,1014.09,si,Normal,14.39
7726,0.71,0.61,222.0,8.05,1022.81,si,Normal,5.97
7727,0.9,10.4,296.0,15.18,1004.15,si,Normal,5.39
7728,0.9,3.22,250.0,14.91,1013.44,si,Warm,22.11
7729,0.59,13.57,199.0,9.98,1014.16,si,Warm,32.02
7730,0.58,11.14,329.0,16.1,1015.7,si,Warm,25.04
7731,0.8,6.17,197.0,11.98,1013.12,si,Normal,10.58
7732,0.93,6.21,47.0,8.36,1016.17,si,Normal,15.24
7733,0.9,9.66,170.0,8.05,1019.3,si,Normal,12.78
7734,0.87,10.48,170.0,7.24,1023.38,si,Normal,6.2
7735,0.5,11.33,358.0,10.26,1016.29,si,Warm,22.78
7736,0.89,11.27,330.0,6.12,1001.7,si,Cold,2.78
7737,0.93,22.77,161.0,2.48,1020.02,si,Normal,6.01
7738,0.96,3.91,170.0,1.61,1029.4,si,Normal,7.92
7739,0.41,15.87,150.0,16.1,1016.36,si,Normal,17.17
7740,0.5,8.87,279.0,10.35,1016.61,si,Normal,17.47
7741,0.76,15.2,139.0,9.98,1014.46,si,Warm,25.86
7742,0.51,8.79,60.0,10.26,1004.82,si,Normal,17.29
7743,0.66,10.03,28.0,15.55,1026.62,si,Normal,11.44
7744,0.67,12.9,351.0,16.1,1009.79,si,Warm,22.53
7745,0.68,20.93,170.0,16.1,1004.0,si,Warm,21.11
7746,0.86,7.97,310.0,11.27,1022.84,si,Normal,11.03
7747,0.86,3.22,150.0,16.1,1019.4,si,Normal,12.78
7748,0.72,11.14,150.0,5.14,1027.85,si,Normal,7.78
7749,0.79,6.38,15.0,5.86,1013.18,no,Cold,-4.39
7750,0.72,3.17,12.0,15.92,1017.77,si,Warm,19.17
7751,0.41,6.92,332.0,16.1,1005.71,si,Warm,21.13
7752,0.99,8.94,127.0,3.36,1026.89,si,Cold,2.08
7753,0.76,6.28,339.0,16.1,1019.85,si,Normal,18.2
7754,0.94,9.89,58.0,5.54,1009.16,si,Normal,16.52
7755,0.87,7.94,330.0,11.53,1018.62,si,Normal,12.38
7756,0.88,3.12,350.0,0.77,1038.24,no,Cold,-7.17
7757,0.49,11.87,19.0,9.98,1025.25,si,Normal,7.2
7758,0.85,3.32,155.0,7.08,0.0,si,Cold,1.16
7759,0.68,7.79,146.0,10.05,1010.4,si,Warm,19.93
7760,0.82,13.88,301.0,8.34,1018.12,si,Cold,3.86
7761,0.93,14.92,301.0,3.2,1004.79,si,Normal,9.88
7762,0.7,13.96,169.0,8.42,1022.02,si,Normal,10.14
7763,0.48,16.41,142.0,10.35,1016.77,si,Normal,17.04
7764,0.8,14.18,20.0,15.83,1020.14,si,Normal,11.02
7765,0.93,30.59,190.0,14.96,989.99,si,Normal,12.69
7766,0.86,6.42,308.0,16.05,1021.05,no,Cold,-0.16
7767,0.74,14.01,319.0,15.83,1015.11,si,Warm,20.95
7768,0.96,23.26,11.0,11.13,1027.67,si,Cold,2.83
7769,0.96,3.57,189.0,15.73,1021.98,si,Normal,10.65
7770,0.42,1.67,269.0,10.37,1017.27,si,Warm,19.03
7771,0.64,1.4,111.0,10.35,1015.37,si,Warm,27.42
7772,0.43,4.46,235.0,9.98,1011.76,si,Warm,27.78
7773,0.96,6.5,301.0,6.99,1017.02,si,Normal,13.84
7774,0.93,16.42,71.0,2.24,1011.77,no,Cold,-0.13
7775,0.96,3.17,352.0,4.77,1032.03,si,Cold,1.72
7776,0.5,10.87,331.0,15.83,1019.05,si,Warm,24.86
7777,0.53,15.83,59.0,9.98,1021.79,si,Warm,25.12
7778,0.74,17.21,51.0,14.91,1023.92,no,Cold,-4.49
7779,0.85,15.91,149.0,9.98,1014.08,si,Cold,1.21
7780,0.96,13.41,213.0,14.96,1020.12,si,Normal,7.66
7781,0.8,12.27,210.0,6.2,1014.17,si,Normal,7.2
7782,0.86,3.11,272.0,13.81,1031.01,si,Cold,0.9
7783,0.44,9.66,340.0,9.98,1016.7,si,Normal,15.0
7784,0.57,8.36,335.0,10.35,1014.78,si,Warm,22.06
7785,0.81,9.84,281.0,9.98,0.0,si,Warm,21.11
7786,0.64,9.77,60.0,9.98,1022.42,si,Normal,14.66
7787,0.55,12.11,107.0,10.05,1008.91,si,Warm,21.96
7788,0.47,24.07,148.0,11.4,1024.85,si,Normal,14.07
7789,0.96,11.01,42.0,0.68,1020.41,si,Cold,2.76
7790,1.0,8.13,318.0,2.53,0.0,si,Cold,2.75
7791,0.68,28.06,320.0,16.1,1006.67,si,Normal,9.28
7792,0.8,2.93,308.0,14.17,1016.53,si,Warm,23.12
7793,0.8,26.6,309.0,9.98,1016.8,si,Normal,12.22
7794,0.87,13.62,329.0,15.83,1012.95,si,Normal,16.37
7795,0.92,12.46,3.0,4.03,997.96,si,Cold,3.68
7796,0.6,13.51,99.0,15.83,1006.93,si,Normal,9.23
7797,0.8,11.08,121.0,8.05,1016.31,si,Cold,2.02
7798,1.0,14.43,31.0,2.96,1004.46,no,Cold,-1.72
7799,0.97,6.46,342.0,15.83,1013.95,si,Normal,17.73
7800,0.49,7.82,40.0,9.98,1015.43,si,Warm,20.07
7801,0.63,17.31,141.0,16.1,1014.53,si,Cold,4.51
7802,0.93,3.19,2.0,4.43,1014.02,si,Warm,19.95
7803,0.84,7.87,261.0,9.98,1018.02,no,Cold,-4.91
7804,0.52,15.44,140.0,10.35,1027.27,si,Normal,15.96
7805,0.95,9.0,203.0,7.33,1020.59,no,Cold,-1.16
7806,0.67,1.72,200.0,9.61,1019.14,si,Warm,18.89
7807,0.84,1.61,280.0,9.98,1017.32,si,Warm,19.85
7808,0.89,3.12,229.0,6.12,1014.32,si,Normal,10.48
7809,0.77,13.72,173.0,9.32,1019.27,si,Normal,8.33
7810,0.84,13.02,200.0,15.31,1001.73,si,Normal,18.48
7811,0.92,5.75,314.0,5.62,1012.2,si,Cold,1.48
7812,0.56,7.36,196.0,8.37,1024.02,si,Normal,13.89
7813,0.72,22.59,319.0,11.4,1014.04,si,Warm,19.13
7814,0.54,4.6,228.0,11.27,1002.0,si,Normal,17.59
7815,,,,,,si,,0.98
7816,0.78,1.61,60.0,9.98,1015.06,si,Normal,16.03
7817,0.3,8.86,342.0,10.35,1022.52,si,Warm,21.05
7818,0.34,20.54,220.0,9.98,1015.72,si,Warm,27.24
7819,1.0,3.4,261.0,0.48,1035.5,si,Cold,2.85
7820,0.76,6.44,350.0,9.98,1018.8,si,Normal,7.22
7821,0.82,13.56,23.0,11.27,1021.84,no,Cold,-0.09
7822,0.49,16.6,299.0,10.35,1011.75,si,Normal,13.12
7823,0.83,9.52,156.0,9.21,1018.69,si,Normal,4.77
7824,0.92,6.55,223.0,4.52,1024.19,si,Cold,0.49
7825,0.64,14.17,260.0,15.83,1015.2,si,Warm,20.09
7826,0.87,3.96,263.0,11.13,1002.3,no,Cold,-2.18
7827,0.85,9.66,260.0,9.98,1016.8,si,Cold,1.11
7828,0.83,11.03,161.0,14.96,1019.35,si,Normal,4.92
7829,0.81,11.3,296.0,14.96,1016.14,si,Normal,11.72
7830,0.57,7.71,138.0,11.21,1012.56,si,Warm,32.38
7831,0.99,9.85,82.0,5.62,1015.26,si,Normal,6.06
7832,0.85,4.93,42.0,5.92,1025.79,no,Cold,-5.0
7833,0.79,8.13,232.0,6.3,1024.31,si,Normal,6.25
7834,0.61,7.86,20.0,9.98,1027.34,si,Normal,17.64
7835,0.78,23.34,159.0,11.13,1010.38,si,Normal,11.09
7836,0.79,20.24,320.0,15.83,1019.43,si,Normal,17.67
7837,0.81,9.56,328.0,9.98,1024.08,si,Normal,12.04
7838,0.44,6.84,350.0,11.4,1018.0,si,Normal,17.81
7839,0.9,7.89,59.0,9.79,1006.4,si,Cold,2.47
7840,0.84,13.75,149.0,15.18,1014.46,si,Normal,16.17
7841,0.77,9.05,338.0,14.91,1010.62,si,Normal,17.84
7842,1.0,15.92,69.0,1.53,1011.55,no,Cold,-0.05
7843,1.0,3.22,240.0,0.39,1020.41,no,Cold,-8.31
7844,0.94,4.46,103.0,5.62,1010.72,si,Normal,12.03
7845,0.83,6.12,158.0,9.68,1028.98,si,Cold,4.35
7846,0.71,6.41,163.0,15.83,1019.18,si,Normal,18.25
7847,0.35,26.73,311.0,16.1,1020.34,si,Warm,22.22
7848,0.93,6.15,158.0,3.85,1032.9,no,Cold,-0.97
7849,0.53,8.11,130.0,15.83,1015.99,si,Warm,19.97
7850,0.99,6.97,182.0,10.85,1010.21,si,Cold,0.02
7851,0.56,8.05,180.0,9.98,1030.2,no,Cold,0.0
7852,0.9,20.03,210.0,8.05,1007.73,si,Normal,12.73
7853,0.81,8.18,154.0,9.72,1019.33,si,Normal,7.09
7854,0.63,6.28,100.0,16.1,1012.02,si,Warm,25.53
7855,0.55,27.95,286.0,11.45,1018.13,si,Normal,7.21
7856,0.88,15.01,0.0,9.42,1008.59,si,Normal,7.84
7857,0.54,11.16,189.0,15.92,1018.76,si,Normal,17.24
7858,0.5,11.17,158.0,16.1,1019.31,si,Warm,24.86
7859,0.88,4.19,195.0,3.3,1039.04,si,Cold,1.7
7860,0.7,30.82,160.0,9.98,993.98,si,Cold,1.06
7861,0.4,12.04,53.0,10.37,1001.06,si,Normal,16.08
7862,0.68,12.72,107.0,9.98,1010.35,si,Normal,13.84
7863,0.85,3.03,207.0,8.13,1023.82,si,Cold,2.64
7864,0.93,4.41,148.0,6.3,1011.98,si,Normal,14.93
7865,0.82,6.44,141.0,16.1,1021.17,si,Normal,13.01
