humedad,velocidad_viento_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
0.99,5.22,256.0,14.88,1014.07,si,Normal,16.65
0.76,25.76,20.0,11.27,1019.6,si,Cold,2.78
0.2,12.65,359.0,16.1,1024.23,si,Normal,15.0
0.35,10.82,132.0,10.35,1007.36,si,Warm,21.33
0.99,4.93,223.0,3.67,1029.58,no,Cold,-4.54
0.63,0.0,0.0,8.05,1020.9,si,Normal,17.22
0.96,3.51,144.0,3.4,1011.89,si,Cold,0.66
0.92,12.61,171.0,0.97,0.0,si,Cold,3.99
0.87,5.96,293.0,4.85,1014.42,no,Cold,-5.78
0.62,9.52,150.0,9.98,1013.86,si,Warm,29.04
0.9,10.75,170.0,10.85,1024.73,si,Normal,7.76
0.84,15.47,50.0,9.98,1020.35,si,Warm,19.91
0.93,4.83,180.0,0.29,1019.92,si,Normal,8.89
0.42,12.88,70.0,9.98,1024.8,si,Cold,3.89
0.55,0.0,0.0,15.83,1017.6,si,Normal,18.73
0.68,14.04,30.0,9.98,1013.13,si,Warm,21.16
0.33,43.49,310.0,9.98,1012.73,si,Normal,13.82
0.97,12.16,330.0,9.45,1015.45,si,Normal,18.19
0.84,10.59,130.0,15.13,1036.48,no,Cold,-7.64
0.76,17.44,90.0,11.75,1011.26,no,Cold,-0.67
0.8,9.45,147.0,9.69,1018.45,si,Normal,6.13
0.93,8.4,312.0,3.82,1008.41,si,Cold,2.17
0.72,7.2,296.0,14.96,1023.43,si,Normal,14.03
0.8,25.16,150.0,9.98,1011.19,si,Normal,7.18
1.0,7.82,183.0,0.16,1027.77,no,Cold,-1.16
0.95,8.77,32.0,2.87,1018.86,si,Normal,7.89
0.92,5.99,114.0,4.59,1026.19,no,Cold,-8.4
0.84,11.11,253.0,15.83,1011.04,si,Normal,18.75
0.59,16.55,59.0,11.4,1018.34,si,Normal,16.59
0.95,6.2,284.0,14.96,1019.05,si,Normal,11.42
0.33,16.16,310.0,9.98,0.0,si,Warm,22.12
0.72,15.46,328.0,11.21,1022.15,si,Normal,16.14
0.84,22.81,167.0,10.84,1018.0,no,Cold,-0.02
0.73,4.83,180.0,11.27,1006.4,si,Warm,22.78
0.92,22.33,51.0,11.04,1004.09,si,Cold,3.77
0.77,14.31,70.0,14.91,1001.35,si,Normal,4.86
0.55,19.95,300.0,15.47,1014.46,si,Warm,24.73
0.72,7.15,25.0,11.45,1011.42,si,Warm,24.39
0.85,13.51,148.0,8.13,1012.37,si,Cold,0.97
0.7,12.35,288.0,12.19,1015.65,si,Warm,21.36
0.93,3.22,350.0,14.91,1015.03,si,Warm,20.44
0.99,14.83,291.0,4.07,998.26,si,Cold,2.3
0.69,6.2,142.0,16.1,1019.69,si,Normal,5.96
0.93,3.2,249.0,9.98,1014.09,si,Normal,14.39
0.71,0.61,222.0,8.05,1022.81,si,Normal,5.97
0.9,10.4,296.0,15.18,1004.15,si,Normal,5.39
0.9,3.22,250.0,14.91,1013.44,si,Warm,22.11
0.59,13.57,199.0,9.98,1014.16,si,Warm,32.02
0.58,11.14,329.0,16.1,1015.7,si,Warm,25.04
0.8,6.17,197.0,11.98,1013.12,si,Normal,10.58
0.93,6.21,47.0,8.36,1016.17,si,Normal,15.24
0.9,9.66,170.0,8.05,1019.3,si,Normal,12.78
0.87,10.48,170.0,7.24,1023.38,si,Normal,6.2
0.5,11.33,358.0,10.26,1016.29,si,Warm,22.78
0.89,11.27,330.0,6.12,1001.7,si,Cold,2.78
0.93,22.77,161.0,2.48,1020.02,si,Normal,6.01
0.96,3.91,170.0,1.61,1029.4,si,Normal,7.92
0.41,15.87,150.0,16.1,1016.36,si,Normal,17.17
0.5,8.87,279.0,10.35,1016.61,si,Normal,17.47
0.76,15.2,139.0,9.98,1014.46,si,Warm,25.86
0.51,8.79,60.0,10.26,1004.82,si,Normal,17.29
0.66,10.03,28.0,15.55,1026.62,si,Normal,11.44
0.67,12.9,351.0,16.1,1009.79,si,Warm,22.53
0.68,20.93,170.0,16.1,1004.0,si,Warm,21.11
0.86,7.97,310.0,11.27,1022.84,si,Normal,11.03
0.86,3.22,150.0,16.1,1019.4,si,Normal,12.78
0.72,11.14,150.0,5.14,1027.85,si,Normal,7.78
0.79,6.38,15.0,5.86,1013.18,no,Cold,-4.39
0.72,3.17,12.0,15.92,1017.77,si,Warm,19.17
0.41,6.92,332.0,16.1,1005.71,si,Warm,21.13
0.99,8.94,127.0,3.36,1026.89,si,Cold,2.08
0.76,6.28,339.0,16.1,1019.85,si,Normal,18.2
0.94,9.89,58.0,5.54,1009.16,si,Normal,16.52
0.87,7.94,330.0,11.53,1018.62,si,Normal,12.38
0.88,3.12,350.0,0.77,1038.24,no,Cold,-7.17
0.49,11.87,19.0,9.98,1025.25,si,Normal,7.2
0.85,3.32,155.0,7.08,0.0,si,Cold,1.16
0.68,7.79,146.0,10.05,1010.4,si,Warm,19.93
0.82,13.88,301.0,8.34,1018.12,si,Cold,3.86
0.93,14.92,301.0,3.2,1004.79,si,Normal,9.88
0.7,13.96,169.0,8.42,1022.02,si,Normal,10.14
0.48,16.41,142.0,10.35,1016.77,si,Normal,17.04
0.8,14.18,20.0,15.83,1020.14,si,Normal,11.02
0.93,30.59,190.0,14.96,989.99,si,Normal,12.69
0.86,6.42,308.0,16.05,1021.05,no,Cold,-0.16
0.74,14.01,319.0,15.83,1015.11,si,Warm,20.95
0.96,23.26,11.0,11.13,1027.67,si,Cold,2.83
0.96,3.57,189.0,15.73,1021.98,si,Normal,10.65
0.42,1.67,269.0,10.37,1017.27,si,Warm,19.03
0.64,1.4,111.0,10.35,1015.37,si,Warm,27.42
0.43,4.46,235.0,9.98,1011.76,si,Warm,27.78
0.96,6.5,301.0,6.99,1017.02,si,Normal,13.84
0.93,16.42,71.0,2.24,1011.77,no,Cold,-0.13
0.96,3.17,352.0,4.77,1032.03,si,Cold,1.72
0.5,10.87,331.0,15.83,1019.05,si,Warm,24.86
0.53,15.83,59.0,9.98,1021.79,si,Warm,25.12
0.74,17.21,51.0,14.91,1023.92,no,Cold,-4.49
0.85,15.91,149.0,9.98,1014.08,si,Cold,1.21
0.96,13.41,213.0,14.96,1020.12,si,Normal,7.66
0.8,12.27,210.0,6.2,1014.17,si,Normal,7.2
0.86,3.11,272.0,13.81,1031.01,si,Cold,0.9
0.44,9.66,340.0,9.98,1016.7,si,Normal,15.0
0.57,8.36,335.0,10.35,1014.78,si,Warm,22.06
0.81,9.84,281.0,9.98,0.0,si,Warm,21.11
0.64,9.77,60.0,9.98,1022.42,si,Normal,14.66
0.55,12.11,107.0,10.05,1008.91,si,Warm,21.96
0.47,24.07,148.0,11.4,1024.85,si,Normal,14.07
0.96,11.01,42.0,0.68,1020.41,si,Cold,2.76
1.0,8.13,318.0,2.53,0.0,si,Cold,2.75
0.68,28.06,320.0,16.1,1006.67,si,Normal,9.28
0.8,2.93,308.0,14.17,1016.53,si,Warm,23.12
0.8,26.6,309.0,9.98,1016.8,si,Normal,12.22
0.87,13.62,329.0,15.83,1012.95,si,Normal,16.37
0.92,12.46,3.0,4.03,997.96,si,Cold,3.68
0.6,13.51,99.0,15.83,1006.93,si,Normal,9.23
0.8,11.08,121.0,8.05,1016.31,si,Cold,2.02
1.0,14.43,31.0,2.96,1004.46,no,Cold,-1.72
0.97,6.46,342.0,15.83,1013.95,si,Normal,17.73
0.49,7.82,40.0,9.98,1015.43,si,Warm,20.07
0.63,17.31,141.0,16.1,1014.53,si,Cold,4.51
0.93,3.19,2.0,4.43,1014.02,si,Warm,19.95
0.84,7.87,261.0,9.98,1018.02,no,Cold,-4.91
0.52,15.44,140.0,10.35,1027.27,si,Normal,15.96
0.95,9.0,203.0,7.33,1020.59,no,Cold,-1.16
0.67,1.72,200.0,9.61,1019.14,si,Warm,18.89
0.84,1.61,280.0,9.98,1017.32,si,Warm,19.85
0.89,3.12,229.0,6.12,1014.32,si,Normal,10.48
0.77,13.72,173.0,9.32,1019.27,si,Normal,8.33
0.84,13.02,200.0,15.31,1001.73,si,Normal,18.48
0.92,5.75,314.0,5.62,1012.2,si,Cold,1.48
0.56,7.36,196.0,8.37,1024.02,si,Normal,13.89
0.72,22.59,319.0,11.4,1014.04,si,Warm,19.13
0.54,4.6,228.0,11.27,1002.0,si,Normal,17.59
0.78,1.61,60.0,9.98,1015.06,si,Normal,16.03
0.3,8.86,342.0,10.35,1022.52,si,Warm,21.05
0.34,20.54,220.0,9.98,1015.72,si,Warm,27.24
1.0,3.4,261.0,0.48,1035.5,si,Cold,2.85
0.76,6.44,350.0,9.98,1018.8,si,Normal,7.22
0.82,13.56,23.0,11.27,1021.84,no,Cold,-0.09
0.49,16.6,299.0,10.35,1011.75,si,Normal,13.12
0.83,9.52,156.0,9.21,1018.69,si,Normal,4.77
0.92,6.55,223.0,4.52,1024.19,si,Cold,0.49
0.64,14.17,260.0,15.83,1015.2,si,Warm,20.09
0.87,3.96,263.0,11.13,1002.3,no,Cold,-2.18
0.85,9.66,260.0,9.98,1016.8,si,Cold,1.11
0.83,11.03,161.0,14.96,1019.35,si,Normal,4.92
0.81,11.3,296.0,14.96,1016.14,si,Normal,11.72
0.57,7.71,138.0,11.21,1012.56,si,Warm,32.38
0.99,9.85,82.0,5.62,1015.26,si,Normal,6.06
0.85,4.93,42.0,5.92,1025.79,no,Cold,-5.0
0.79,8.13,232.0,6.3,1024.31,si,Normal,6.25
0.61,7.86,20.0,9.98,1027.34,si,Normal,17.64
0.78,23.34,159.0,11.13,1010.38,si,Normal,11.09
0.79,20.24,320.0,15.83,1019.43,si,Normal,17.67
0.81,9.56,328.0,9.98,1024.08,si,Normal,12.04
0.44,6.84,350.0,11.4,1018.0,si,Normal,17.81
0.9,7.89,59.0,9.79,1006.4,si,Cold,2.47
0.84,13.75,149.0,15.18,1014.46,si,Normal,16.17
0.77,9.05,338.0,14.91,1010.62,si,Normal,17.84
1.0,15.92,69.0,1.53,1011.55,no,Cold,-0.05
1.0,3.22,240.0,0.39,1020.41,no,Cold,-8.31
0.94,4.46,103.0,5.62,1010.72,si,Normal,12.03
0.83,6.12,158.0,9.68,1028.98,si,Cold,4.35
0.71,6.41,163.0,15.83,1019.18,si,Normal,18.25
0.35,26.73,311.0,16.1,1020.34,si,Warm,22.22
0.93,6.15,158.0,3.85,1032.9,no,Cold,-0.97
0.53,8.11,130.0,15.83,1015.99,si,Warm,19.97
0.99,6.97,182.0,10.85,1010.21,si,Cold,0.02
0.56,8.05,180.0,9.98,1030.2,no,Cold,0.0
0.9,20.03,210.0,8.05,1007.73,si,Normal,12.73
0.81,8.18,154.0,9.72,1019.33,si,Normal,7.09
0.63,6.28,100.0,16.1,1012.02,si,Warm,25.53
0.55,27.95,286.0,11.45,1018.13,si,Normal,7.21
0.88,15.01,0.0,9.42,1008.59,si,Normal,7.84
0.54,11.16,189.0,15.92,1018.76,si,Normal,17.24
0.5,11.17,158.0,16.1,1019.31,si,Warm,24.86
0.88,4.19,195.0,3.3,1039.04,si,Cold,1.7
0.7,30.82,160.0,9.98,993.98,si,Cold,1.06
0.4,12.04,53.0,10.37,1001.06,si,Normal,16.08
0.68,12.72,107.0,9.98,1010.35,si,Normal,13.84
0.85,3.03,207.0,8.13,1023.82,si,Cold,2.64
0.93,4.41,148.0,6.3,1011.98,si,Normal,14.93
0.82,6.44,141.0,16.1,1021.17,si,Normal,13.01
0.45,8.77,336.0,11.21,1030.77,si,Normal,13.87
0.95,7.92,182.0,9.98,1012.27,si,Cold,2.97
0.39,7.73,141.0,16.1,1017.91,si,Warm,26.13
0.93,3.22,0.0,10.98,0.0,si,Normal,17.22
0.86,14.49,70.0,10.82,1008.77,no,Cold,-0.14
0.69,7.1,181.0,10.35,1005.83,si,Normal,18.17
0.81,10.82,22.0,13.41,1017.93,si,Normal,15.82
0.57,9.47,161.0,9.98,1009.29,si,Warm,20.04
0.93,12.56,60.0,10.9,1003.09,si,Normal,11.92
0.86,2.58,288.0,6.97,1015.24,si,Normal,11.2
0.83,1.67,8.0,7.21,1016.18,si,Normal,9.88
0.93,10.88,1.0,11.21,1017.35,si,Warm,19.88
0.92,17.05,244.0,6.3,1001.18,si,Normal,15.14
0.41,8.03,355.0,10.37,1018.99,si,Warm,22.71
1.0,3.19,232.0,1.05,1018.2,no,Cold,-3.88
0.71,11.06,278.0,14.96,1013.48,si,Warm,19.94
0.88,15.97,347.0,15.01,1013.75,si,Warm,19.77
0.89,10.53,270.0,9.98,1015.42,si,Cold,1.07
0.76,0.0,0.0,15.83,1020.58,si,Warm,21.59
1.0,12.74,320.0,3.93,1005.43,si,Normal,14.98
0.6,23.33,40.0,11.21,1017.57,si,Normal,17.62
0.78,17.23,10.0,10.26,1013.57,si,Cold,2.24
0.72,12.25,151.0,5.28,1016.69,si,Normal,11.15
0.59,21.99,343.0,10.58,1010.66,si,Warm,18.99
0.93,6.02,158.0,14.91,1021.69,si,Normal,9.84
0.83,12.83,160.0,9.61,1020.22,si,Normal,10.16
0.79,5.67,158.0,1.8,1033.53,no,Cold,-20.28
0.42,11.11,358.0,9.98,1013.44,si,Warm,29.0
0.92,6.47,168.0,11.75,1022.96,si,Cold,0.79
0.66,7.21,161.0,9.98,1011.17,si,Warm,20.23
0.73,8.19,230.0,16.1,1013.91,si,Normal,16.87
0.64,14.49,350.0,11.27,1019.7,si,Normal,12.78
0.75,11.06,150.0,15.83,1003.78,si,Normal,13.91
0.69,21.19,301.0,11.45,1014.05,si,Warm,23.76
0.86,11.4,29.0,4.49,1023.07,si,Cold,0.99
0.8,6.21,11.0,15.18,1030.42,si,Normal,6.84
0.88,6.44,270.0,3.54,1016.4,no,Cold,-1.11
0.66,21.4,129.0,15.15,1025.86,no,Cold,-1.12
0.92,1.53,10.0,9.76,1020.23,no,Cold,-2.73
0.57,13.73,99.0,15.83,1015.07,si,Normal,18.75
0.92,15.68,350.0,7.21,1021.6,si,Cold,2.22
0.89,7.82,110.0,10.98,1026.21,si,Normal,7.73
0.92,8.37,238.0,8.23,1018.64,si,Cold,3.9
0.78,13.36,218.0,9.98,1008.38,no,Cold,-0.63
0.85,11.27,340.0,4.03,1024.1,si,Cold,1.11
0.87,3.22,0.0,9.98,1014.2,si,Normal,15.0
0.33,18.55,338.0,10.35,1013.33,si,Warm,27.2
0.76,2.75,226.0,9.98,1031.31,no,Cold,-0.85
0.93,4.8,270.0,3.01,1031.37,si,Normal,7.14
0.45,14.86,146.0,10.37,1022.76,si,Normal,12.44
0.85,5.07,150.0,5.36,1023.03,si,Cold,1.09
0.93,4.64,14.0,3.43,1012.27,si,Normal,15.99
0.77,11.27,40.0,16.1,1020.6,si,Normal,11.11
0.72,3.35,242.0,9.98,0.0,si,Warm,20.13
0.61,6.44,170.0,16.1,1017.1,si,Warm,19.44
0.55,13.77,80.0,15.83,1025.33,si,Normal,18.82
0.75,3.22,260.0,9.98,1023.15,si,Normal,12.08
0.86,6.75,58.0,14.81,1017.65,si,Cold,3.31
0.91,8.69,170.0,12.09,1019.63,si,Normal,4.92
0.86,3.03,277.0,16.1,1009.77,si,Normal,6.56
0.76,31.09,320.0,9.98,1015.97,si,Normal,4.98
0.28,3.3,211.0,9.98,1006.44,si,Warm,20.02
0.4,0.23,268.0,10.26,1014.42,si,Warm,20.0
0.76,0.0,0.0,16.1,1017.2,si,Warm,20.0
0.69,13.65,142.0,9.98,1017.23,si,Warm,22.01
0.86,17.08,299.0,9.98,1003.12,si,Normal,5.63
0.86,13.77,141.0,15.73,1018.31,si,Normal,6.02
0.93,11.0,129.0,6.3,1019.25,si,Normal,8.47
0.41,23.81,320.0,15.15,1001.37,si,Normal,11.68
0.82,17.39,299.0,11.21,1009.86,no,Cold,-0.12
0.5,21.69,293.0,10.58,1017.79,si,Warm,27.29
0.8,2.93,164.0,15.18,1015.62,si,Warm,21.79
0.73,8.84,1.0,9.98,1017.77,si,Warm,22.17
0.28,9.4,180.0,16.1,1018.68,si,Warm,34.97
0.79,7.78,151.0,11.17,1012.18,si,Normal,6.11
0.51,16.07,104.0,11.4,1016.65,si,Warm,27.38
0.91,2.04,147.0,8.42,1017.63,si,Warm,19.29
0.87,19.88,295.0,14.91,1013.51,si,Normal,8.33
0.96,5.75,39.0,4.69,1034.14,no,Cold,-1.95
0.65,12.09,289.0,10.26,1008.39,si,Warm,18.91
0.76,4.41,245.0,7.97,1013.37,no,Cold,0.0
0.83,6.73,336.0,15.15,1027.23,si,Normal,9.09
0.75,3.24,34.0,15.83,1013.91,si,Normal,17.18
0.84,2.59,244.0,10.22,1025.15,si,Normal,8.92
0.75,10.71,310.0,15.87,1017.2,si,Normal,17.64
1.0,3.22,40.0,1.24,1035.13,si,Cold,0.04
0.92,6.42,74.0,15.15,1013.67,si,Normal,15.85
0.65,21.04,333.0,11.45,1012.44,si,Normal,12.51
0.86,3.14,321.0,7.04,1038.43,no,Cold,-11.11
0.95,9.93,126.0,9.9,1026.74,si,Normal,7.91
0.86,7.36,196.0,8.19,1012.76,si,Normal,6.25
0.49,15.78,291.0,10.26,1008.71,si,Normal,11.13
0.84,8.31,158.0,11.88,1019.44,si,Normal,6.16
0.68,20.06,310.0,15.83,1011.83,si,Normal,6.02
0.73,11.4,351.0,15.83,1018.42,si,Normal,6.72
0.86,0.0,0.0,16.1,1023.6,si,Normal,13.33
0.92,10.55,159.0,4.17,1020.29,no,Cold,-0.61
0.81,9.48,319.0,11.21,1022.27,si,Normal,10.91
0.84,10.84,283.0,15.01,992.96,si,Cold,2.99
0.45,10.56,27.0,9.98,1016.6,si,Warm,29.03
0.63,1.82,265.0,11.88,1024.64,si,Normal,6.22
0.51,10.72,90.0,15.83,1014.07,si,Warm,19.08
0.9,9.39,160.0,9.55,1019.47,si,Cold,2.63
0.93,7.31,137.0,1.35,1006.05,si,Normal,5.16
0.69,14.14,271.0,15.83,1017.37,si,Normal,8.68
0.58,1.69,253.0,11.03,1009.07,si,Normal,17.98
0.37,26.68,291.0,15.55,1011.66,si,Warm,22.73
0.24,32.81,233.0,15.55,1009.27,si,Warm,25.92
0.62,14.49,160.0,9.98,1004.2,si,Warm,22.78
0.9,9.66,300.0,9.98,1007.6,si,Normal,17.78
0.77,12.28,161.0,11.27,1018.99,si,Warm,20.52
0.83,2.25,325.0,9.98,1015.42,si,Normal,18.74
0.79,16.87,309.0,11.13,1011.19,si,Normal,14.88
0.83,14.12,189.0,7.74,1020.01,si,Cold,3.83
0.27,23.47,17.0,10.37,1021.89,si,Warm,22.84
0.49,3.28,232.0,9.98,1019.1,si,Warm,20.02
0.9,11.03,213.0,12.99,1005.88,si,Normal,4.77
0.81,14.62,291.0,16.05,1011.29,si,Warm,19.95
0.6,9.39,19.0,15.13,1013.27,si,Warm,20.96
0.84,4.83,310.0,6.12,1029.6,no,Cold,-10.0
0.58,13.88,329.0,16.1,1023.74,si,Normal,7.73
0.95,8.61,160.0,9.98,1031.91,no,Cold,-2.01
0.47,1.84,110.0,15.55,1014.84,si,Warm,21.33
1.0,3.35,252.0,3.08,1034.77,no,Cold,-1.11
0.93,9.74,134.0,0.39,1018.68,si,Normal,5.27
0.68,25.71,180.0,11.45,1008.49,si,Normal,13.94
0.83,9.47,141.0,7.08,1022.04,si,Normal,8.96
0.89,6.55,327.0,15.83,1032.93,no,Cold,-0.6
0.85,15.28,130.0,5.89,1019.73,no,Cold,-0.05
1.0,3.57,29.0,2.24,0.0,si,Cold,3.81
0.47,15.54,142.0,9.98,1012.83,si,Normal,17.27
0.31,10.96,262.0,16.1,1017.91,si,Warm,26.13
0.78,6.3,140.0,16.1,1011.97,si,Normal,11.51
0.72,7.68,42.0,4.59,1032.07,no,Cold,-2.83
0.84,14.1,324.0,8.36,1005.61,si,Cold,2.16
0.86,6.44,20.0,5.91,1027.72,si,Cold,2.71
0.47,5.97,16.0,16.1,1017.52,si,Warm,20.0
0.4,12.57,338.0,9.98,1012.62,si,Warm,31.08
0.41,11.27,150.0,9.98,1007.2,si,Warm,31.11
0.96,3.2,239.0,16.05,1013.77,si,Normal,15.37
0.9,9.93,330.0,8.13,1009.76,si,Normal,17.67
0.65,34.15,200.0,15.18,1010.19,si,Normal,12.22
0.77,10.66,171.0,10.05,1011.26,si,Warm,20.23
0.99,11.13,170.0,0.98,1028.74,si,Normal,5.39
0.5,4.54,42.0,9.98,1021.84,si,Normal,10.0
0.49,13.02,356.0,10.35,1017.98,si,Warm,29.79
0.81,3.33,337.0,15.83,1041.37,no,Cold,-6.18
0.96,6.3,212.0,4.12,1008.85,no,Cold,-0.09
0.68,10.77,32.0,15.83,1017.15,si,Normal,11.02
0.87,3.22,290.0,11.21,1016.69,si,Normal,12.23
0.34,7.74,8.0,16.1,1018.93,si,Warm,27.17
0.65,6.84,216.0,14.17,1016.62,si,Normal,8.1
0.36,28.98,280.0,9.98,1012.9,si,Normal,15.0
0.93,24.18,267.0,0.76,1000.34,no,Cold,-1.02
0.77,27.16,311.0,11.21,1014.54,si,Normal,11.09
0.79,20.93,320.0,15.13,1000.1,si,Normal,7.22
0.66,4.78,303.0,15.18,1016.84,si,Warm,23.71
0.93,3.2,281.0,15.83,1017.33,si,Normal,8.22
0.97,13.11,133.0,0.35,1033.14,si,Cold,2.27
0.9,3.22,320.0,16.1,1017.03,si,Normal,13.44
0.91,8.76,170.0,12.33,1019.79,si,Normal,5.39
0.44,17.24,222.0,10.05,1008.16,si,Warm,27.19
0.82,11.27,20.0,11.27,1020.2,no,Cold,0.0
0.61,12.88,280.0,9.98,1018.6,si,Normal,11.11
0.86,3.19,179.0,9.98,1015.08,si,Cold,1.94
0.85,13.65,341.0,11.21,1018.78,no,Cold,-0.01
0.69,33.23,31.0,11.27,1026.95,no,Cold,-5.98
0.76,20.77,21.0,16.1,1023.59,si,Normal,7.85
0.87,16.41,150.0,7.36,1014.62,si,Normal,6.63
0.9,4.01,65.0,10.58,1011.69,si,Normal,12.81
0.99,16.84,70.0,3.88,1006.71,si,Cold,1.64
0.93,3.22,20.0,14.76,1024.22,si,Normal,8.93
0.81,9.23,340.0,11.13,1010.78,si,Normal,15.99
0.82,10.92,49.0,9.93,1019.82,si,Normal,10.09
0.34,13.65,178.0,10.35,1012.1,si,Warm,27.8
0.29,11.08,192.0,9.98,1013.42,si,Warm,31.11
0.85,3.14,245.0,4.36,1034.41,si,Cold,2.24
0.98,4.15,283.0,3.74,1021.97,si,Normal,8.94
0.6,10.42,198.0,9.98,1008.82,si,Warm,26.04
0.54,11.4,292.0,11.27,1012.61,si,Warm,23.79
0.99,13.6,334.0,6.3,1012.44,no,Cold,-1.18
0.42,17.24,240.0,16.1,1012.08,si,Normal,16.14
0.25,14.49,160.0,9.98,1015.2,si,Warm,23.89
0.84,9.56,291.0,9.98,1013.51,si,Warm,22.82
0.28,8.68,6.0,15.55,1020.73,si,Warm,27.66
0.92,11.0,89.0,1.85,1026.66,no,Cold,-6.16
0.93,10.21,150.0,5.92,1005.37,si,Cold,4.64
0.7,11.67,11.0,8.47,1014.12,si,Normal,12.27
0.47,16.44,31.0,11.4,1025.91,si,Normal,16.21
0.58,12.88,20.0,9.98,1029.0,si,Normal,8.89
0.89,3.28,92.0,9.9,1030.19,no,Cold,-1.23
0.94,3.22,190.0,2.95,1020.12,si,Normal,5.79
0.99,3.59,317.0,1.37,1016.5,si,Normal,13.59
0.71,4.12,336.0,14.96,1016.76,si,Normal,12.04
0.83,10.03,127.0,11.75,1020.44,si,Cold,0.87
0.96,6.76,174.0,0.4,1013.86,si,Normal,5.85
0.96,5.04,167.0,1.87,1017.72,si,Cold,0.16
0.96,25.7,311.0,2.53,1011.57,no,Cold,-1.69
0.77,17.37,220.0,9.98,1028.63,si,Cold,1.23
0.53,9.39,61.0,10.35,1018.48,si,Warm,21.09
0.79,6.44,290.0,16.1,1011.8,si,Normal,7.78
0.96,0.23,166.0,6.02,1035.28,no,Cold,-2.08
0.85,4.89,129.0,11.03,1036.19,si,Cold,0.04
0.63,6.05,301.0,15.83,1019.41,si,Normal,15.49
0.81,7.44,149.0,11.27,1016.71,si,Normal,16.07
0.6,5.91,4.0,11.27,1016.77,si,Warm,25.86
0.73,13.93,299.0,15.83,1012.52,si,Normal,4.88
0.89,15.73,196.0,6.84,1012.42,si,Normal,7.94
0.88,13.59,180.0,5.88,1020.98,si,Normal,6.12
0.32,0.18,341.0,11.21,1011.91,si,Warm,33.86
0.57,38.85,311.0,15.31,1010.67,si,Normal,12.79
0.46,19.82,289.0,11.27,1010.48,si,Normal,13.79
0.3,7.71,112.0,16.1,1016.17,si,Normal,17.78
0.92,12.19,270.0,9.63,1012.05,si,Cold,0.02
0.69,27.37,10.0,11.27,1017.7,no,Cold,-2.22
0.89,14.81,281.0,11.27,1012.01,si,Normal,14.03
0.26,11.06,198.0,9.98,1010.01,si,Warm,32.32
0.86,5.02,25.0,15.55,1015.4,si,Warm,21.2
0.87,2.59,101.0,14.52,1015.91,si,Normal,6.64
0.92,7.68,60.0,6.3,1007.76,si,Cold,2.06
0.6,10.84,309.0,9.98,1010.34,si,Warm,26.04
0.44,7.55,117.0,15.55,1017.7,si,Warm,22.57
0.92,6.91,235.0,9.5,1008.01,si,Cold,0.67
0.79,11.08,270.0,11.21,1014.61,si,Warm,19.81
0.56,8.95,119.0,10.35,1016.42,si,Normal,10.04
0.26,10.84,18.0,9.98,1017.18,si,Warm,32.08
0.59,11.16,81.0,9.98,1014.92,si,Normal,15.04
0.7,20.35,151.0,9.98,1008.78,si,Normal,7.34
0.85,13.97,140.0,9.98,1009.55,si,Normal,17.67
0.66,6.47,159.0,15.83,1007.54,si,Warm,20.65
0.68,4.83,80.0,11.27,1032.6,no,Cold,-2.78
0.96,5.52,350.0,4.04,1041.32,si,Cold,1.08
0.91,5.09,282.0,2.03,1011.45,no,Cold,-10.77
0.96,0.0,0.0,4.03,1015.73,si,Normal,12.62
0.96,7.87,352.0,1.77,1022.32,si,Cold,2.67
0.93,0.98,135.0,2.67,1036.37,no,Cold,-4.89
0.41,7.62,218.0,9.98,1015.98,si,Warm,32.82
0.74,16.68,319.0,11.27,1010.59,si,Normal,16.94
0.96,7.81,181.0,4.59,1028.38,si,Cold,2.76
0.67,17.71,140.0,12.08,1010.9,si,Cold,2.22
0.24,8.89,152.0,9.98,1013.58,si,Warm,30.14
0.91,8.97,292.0,6.2,1013.63,no,Cold,-4.96
0.65,9.66,70.0,11.27,1017.3,si,Normal,17.78
0.64,2.75,244.0,10.26,1017.05,si,Normal,10.05
0.39,8.05,30.0,9.98,1013.8,si,Warm,25.0
0.74,18.58,150.0,15.18,1007.71,si,Cold,3.62
0.61,8.52,358.0,10.37,1019.98,si,Warm,22.17
0.75,3.33,158.0,15.83,1014.32,si,Normal,17.2
0.83,23.72,359.0,9.98,1008.93,si,Normal,12.67
0.73,7.6,159.0,16.1,1013.2,si,Warm,20.05
0.73,6.1,132.0,15.83,1011.81,si,Normal,14.89
0.8,7.37,326.0,11.08,1008.28,si,Warm,21.52
0.35,2.5,281.0,15.55,1021.51,si,Warm,28.73
0.49,4.59,339.0,8.84,1024.28,si,Normal,7.83
0.39,3.22,40.0,16.1,1021.5,si,Cold,4.44
0.96,2.69,347.0,0.29,1013.77,si,Normal,6.71
0.9,3.36,281.0,14.91,1012.39,si,Warm,19.31
0.68,15.91,350.0,11.27,1013.4,si,Warm,20.98
0.92,14.49,0.0,6.12,1011.7,si,Cold,3.89
0.89,2.88,333.0,15.55,1009.74,si,Normal,13.03
0.76,12.78,141.0,15.18,1014.06,si,Normal,17.16
0.6,14.49,190.0,16.1,1009.8,si,Normal,14.44
0.35,4.8,50.0,9.98,1009.8,si,Warm,27.2
0.92,9.37,159.0,0.32,1020.68,no,Cold,-1.09
0.81,11.03,341.0,16.05,1017.38,si,Normal,14.24
